Industry_code_NZSIOC,Variable_name,Value,Year,Industry_name_NZSIOC,Units
99999,Total income,930995,2023,All industries,Dollars (millions)
99999,Total income,930995,2023,All industries,Dollars
99999,Total income,930995,2023,All industries,Percentage
99999,"Sales, government funding, grants and subsidies",821630,2023,All industries,Dollars (millions)
99999,"Sales, government funding, grants and subsidies",821630,2023,All industries,Dollars
99999,"Sales, government funding, grants and subsidies",821630,2023,All industries,Percentage
99999,"Interest, dividends and donations",84354,2023,All industries,Dollars (millions)
99999,"Interest, dividends and donations",84354,2023,All industries,Dollars
99999,"Interest, dividends and donations",84354,2023,All industries,Percentage
99999,Non-operating income,25010,2023,All industries,Dollars (millions)
99999,Non-operating income,25010,2023,All industries,Dollars
99999,Non-operating income,25010,2023,All industries,Percentage
99999,Total expenditure,832964,2023,All industries,Dollars (millions)
99999,Total expenditure,832964,2023,All industries,Dollars
99999,Total expenditure,832964,2023,All industries,Percentage
99999,Interest and donations,55267,2023,All industries,Dollars (millions)
99999,Interest and donations,55267,2023,All industries,Dollars
99999,Interest and donations,55267,2023,All industries,Percentage
99999,Indirect taxes,7426,2023,All industries,Dollars (millions)
99999,Indirect taxes,7426,2023,All industries,Dollars
99999,Indirect taxes,7426,2023,All industries,Percentage
99999,Depreciation,30814,2023,All industries,Dollars (millions)
99999,Depreciation,30814,2023,All industries,Dollars
99999,Depreciation,30814,2023,All industries,Percentage
99999,Salaries and wages paid,147663,2023,All industries,Dollars (millions)
99999,Salaries and wages paid,147663,2023,All industries,Dollars
99999,Salaries and wages paid,147663,2023,All industries,Percentage
99999,Redundancy and severance,269,2023,All industries,Dollars (millions)
99999,Redundancy and severance,269,2023,All industries,Dollars
99999,Redundancy and severance,269,2023,All industries,Percentage
99999,Salaries and wages to self employed commission agents,1639,2023,All industries,Dollars (millions)
99999,Salaries and wages to self employed commission agents,1639,2023,All industries,Dollars
99999,Salaries and wages to self employed commission agents,1639,2023,All industries,Percentage
99999,Purchases and other operating expenses,566979,2023,All industries,Dollars (millions)
99999,Purchases and other operating expenses,566979,2023,All industries,Dollars
99999,Purchases and other operating expenses,566979,2023,All industries,Percentage
99999,Non-operating expenses,23176,2023,All industries,Dollars (millions)
99999,Non-operating expenses,23176,2023,All industries,Dollars
99999,Non-operating expenses,23176,2023,All industries,Percentage
99999,Opening stocks,80778,2023,All industries,Dollars (millions)
99999,Opening stocks,80778,2023,All industries,Dollars
99999,Opening stocks,80778,2023,All industries,Percentage
99999,Closing stocks,88197,2023,All industries,Dollars (millions)
99999,Closing stocks,88197,2023,All industries,Dollars
99999,Closing stocks,88197,2023,All industries,Percentage
99999,Surplus before income tax,105450,2023,All industries,Dollars (millions)
99999,Surplus before income tax,105450,2023,All industries,Dollars
99999,Surplus before income tax,105450,2023,All industries,Percentage
99999,Total assets,2831894,2023,All industries,Dollars (millions)
99999,Total assets,2831894,2023,All industries,Dollars
99999,Total assets,2831894,2023,All industries,Percentage
99999,Current assets,861255,2023,All industries,Dollars (millions)
99999,Current assets,861255,2023,All industries,Dollars
99999,Current assets,861255,2023,All industries,Percentage
99999,Fixed tangible assets,681890,2023,All industries,Dollars (millions)
99999,Fixed tangible assets,681890,2023,All industries,Dollars
99999,Fixed tangible assets,681890,2023,All industries,Percentage
99999,Other assets,1288749,2023,All industries,Dollars (millions)
99999,Other assets,1288749,2023,All industries,Dollars
99999,Other assets,1288749,2023,All industries,Percentage
99999,Total equity and liabilities,2831893,2023,All industries,Dollars (millions)
99999,Total equity and liabilities,2831893,2023,All industries,Dollars
99999,Total equity and liabilities,2831893,2023,All industries,Percentage
99999,Shareholders funds or owners equity,957410,2023,All industries,Dollars (millions)
99999,Shareholders funds or owners equity,957410,2023,All industries,Dollars
99999,Shareholders funds or owners equity,957410,2023,All industries,Percentage
99999,Current liabilities,1074693,2023,All industries,Dollars (millions)
99999,Current liabilities,1074693,2023,All industries,Dollars
99999,Current liabilities,1074693,2023,All industries,Percentage
99999,Other liabilities,799791,2023,All industries,Dollars (millions)
99999,Other liabilities,799791,2023,All industries,Dollars
99999,Other liabilities,799791,2023,All industries,Percentage
99999,Total income per employee count,464600,2023,All industries,Dollars (millions)
99999,Total income per employee count,464600,2023,All industries,Dollars
99999,Total income per employee count,464600,2023,All industries,Percentage
99999,Surplus per employee count,52600,2023,All industries,Dollars (millions)
99999,Surplus per employee count,52600,2023,All industries,Dollars
99999,Surplus per employee count,52600,2023,All industries,Percentage
99999,Current ratio,80,2023,All industries,Dollars (millions)
99999,Current ratio,80,2023,All industries,Dollars
99999,Current ratio,80,2023,All industries,Percentage
99999,Quick ratio,72,2023,All industries,Dollars (millions)
99999,Quick ratio,72,2023,All industries,Dollars
99999,Quick ratio,72,2023,All industries,Percentage
99999,Return on equity,11,2023,All industries,Dollars (millions)
99999,Return on equity,11,2023,All industries,Dollars
99999,Return on equity,11,2023,All industries,Percentage
99999,Return on total assets,4,2023,All industries,Dollars (millions)
99999,Return on total assets,4,2023,All industries,Dollars
99999,Return on total assets,4,2023,All industries,Percentage
99999,Liabilities structure,34,2023,All industries,Dollars (millions)
99999,Liabilities structure,34,2023,All industries,Dollars
99999,Liabilities structure,34,2023,All industries,Percentage
AA,Total income,54462,2023,"Agriculture, Forestry and Fishing",Dollars (millions)
AA,Total income,54462,2023,"Agriculture, Forestry and Fishing",Dollars
AA,Total income,54462,2023,"Agriculture, Forestry and Fishing",Percentage
AA,Sales of goods and services,51472,2023,"Agriculture, Forestry and Fishing",Dollars (millions)
AA,Sales of goods and services,51472,2023,"Agriculture, Forestry and Fishing",Dollars
AA,Sales of goods and services,51472,2023,"Agriculture, Forestry and Fishing",Percentage
AA,"Interest, dividends and donations",893,2023,"Agriculture, Forestry and Fishing",Dollars (millions)
AA,"Interest, dividends and donations",893,2023,"Agriculture, Forestry and Fishing",Dollars
AA,"Interest, dividends and donations",893,2023,"Agriculture, Forestry and Fishing",Percentage
AA,"Government funding, grants and subsidies",15,2023,"Agriculture, Forestry and Fishing",Dollars (millions)
AA,"Government funding, grants and subsidies",15,2023,"Agriculture, Forestry and Fishing",Dollars
AA,"Government funding, grants and subsidies",15,2023,"Agriculture, Forestry and Fishing",Percentage
AA,Non-operating income,2081,2023,"Agriculture, Forestry and Fishing",Dollars (millions)
AA,Non-operating income,2081,2023,"Agriculture, Forestry and Fishing",Dollars
AA,Non-operating income,2081,2023,"Agriculture, Forestry and Fishing",Percentage
AA,Total expenditure,48377,2023,"Agriculture, Forestry and Fishing",Dollars (millions)
AA,Total expenditure,48377,2023,"Agriculture, Forestry and Fishing",Dollars
AA,Total expenditure,48377,2023,"Agriculture, Forestry and Fishing",Percentage
AA,Interest and donations,3641,2023,"Agriculture, Forestry and Fishing",Dollars (millions)
AA,Interest and donations,3641,2023,"Agriculture, Forestry and Fishing",Dollars
AA,Interest and donations,3641,2023,"Agriculture, Forestry and Fishing",Percentage
AA,Indirect taxes,517,2023,"Agriculture, Forestry and Fishing",Dollars (millions)
AA,Indirect taxes,517,2023,"Agriculture, Forestry and Fishing",Dollars
AA,Indirect taxes,517,2023,"Agriculture, Forestry and Fishing",Percentage
AA,Depreciation,2582,2023,"Agriculture, Forestry and Fishing",Dollars (millions)
AA,Depreciation,2582,2023,"Agriculture, Forestry and Fishing",Dollars
AA,Depreciation,2582,2023,"Agriculture, Forestry and Fishing",Percentage
AA,Salaries and wages paid,6858,2023,"Agriculture, Forestry and Fishing",Dollars (millions)
AA,Salaries and wages paid,6858,2023,"Agriculture, Forestry and Fishing",Dollars
AA,Salaries and wages paid,6858,2023,"Agriculture, Forestry and Fishing",Percentage
AA,Redundancy and severance,2,2023,"Agriculture, Forestry and Fishing",Dollars (millions)
AA,Redundancy and severance,2,2023,"Agriculture, Forestry and Fishing",Dollars
AA,Redundancy and severance,2,2023,"Agriculture, Forestry and Fishing",Percentage
AA,Purchases and other operating expenses,33623,2023,"Agriculture, Forestry and Fishing",Dollars (millions)
AA,Purchases and other operating expenses,33623,2023,"Agriculture, Forestry and Fishing",Dollars
AA,Purchases and other operating expenses,33623,2023,"Agriculture, Forestry and Fishing",Percentage
AA,Non-operating expenses,1156,2023,"Agriculture, Forestry and Fishing",Dollars (millions)
AA,Non-operating expenses,1156,2023,"Agriculture, Forestry and Fishing",Dollars
AA,Non-operating expenses,1156,2023,"Agriculture, Forestry and Fishing",Percentage
AA,Opening stocks,14144,2023,"Agriculture, Forestry and Fishing",Dollars (millions)
AA,Opening stocks,14144,2023,"Agriculture, Forestry and Fishing",Dollars
AA,Opening stocks,14144,2023,"Agriculture, Forestry and Fishing",Percentage
AA,Closing stocks,14606,2023,"Agriculture, Forestry and Fishing",Dollars (millions)
AA,Closing stocks,14606,2023,"Agriculture, Forestry and Fishing",Dollars
AA,Closing stocks,14606,2023,"Agriculture, Forestry and Fishing",Percentage
AA,Surplus before income tax,6547,2023,"Agriculture, Forestry and Fishing",Dollars (millions)
AA,Surplus before income tax,6547,2023,"Agriculture, Forestry and Fishing",Dollars
AA,Surplus before income tax,6547,2023,"Agriculture, Forestry and Fishing",Percentage
AA,Total assets,213128,2023,"Agriculture, Forestry and Fishing",Dollars (millions)
AA,Total assets,213128,2023,"Agriculture, Forestry and Fishing",Dollars
AA,Total assets,213128,2023,"Agriculture, Forestry and Fishing",Percentage
AA,Current assets,38087,2023,"Agriculture, Forestry and Fishing",Dollars (millions)
AA,Current assets,38087,2023,"Agriculture, Forestry and Fishing",Dollars
AA,Current assets,38087,2023,"Agriculture, Forestry and Fishing",Percentage
AA,Fixed tangible assets,123770,2023,"Agriculture, Forestry and Fishing",Dollars (millions)
AA,Fixed tangible assets,123770,2023,"Agriculture, Forestry and Fishing",Dollars
AA,Fixed tangible assets,123770,2023,"Agriculture, Forestry and Fishing",Percentage
AA,Other assets,51271,2023,"Agriculture, Forestry and Fishing",Dollars (millions)
AA,Other assets,51271,2023,"Agriculture, Forestry and Fishing",Dollars
AA,Other assets,51271,2023,"Agriculture, Forestry and Fishing",Percentage
AA,Total equity and liabilities,213128,2023,"Agriculture, Forestry and Fishing",Dollars (millions)
AA,Total equity and liabilities,213128,2023,"Agriculture, Forestry and Fishing",Dollars
AA,Total equity and liabilities,213128,2023,"Agriculture, Forestry and Fishing",Percentage
AA,Shareholders funds or owners equity,105972,2023,"Agriculture, Forestry and Fishing",Dollars (millions)
AA,Shareholders funds or owners equity,105972,2023,"Agriculture, Forestry and Fishing",Dollars
AA,Shareholders funds or owners equity,105972,2023,"Agriculture, Forestry and Fishing",Percentage
AA,Current liabilities,37086,2023,"Agriculture, Forestry and Fishing",Dollars (millions)
AA,Current liabilities,37086,2023,"Agriculture, Forestry and Fishing",Dollars
AA,Current liabilities,37086,2023,"Agriculture, Forestry and Fishing",Percentage
AA,Other liabilities,70070,2023,"Agriculture, Forestry and Fishing",Dollars (millions)
AA,Other liabilities,70070,2023,"Agriculture, Forestry and Fishing",Dollars
AA,Other liabilities,70070,2023,"Agriculture, Forestry and Fishing",Percentage
AA,Total income per employee count,485000,2023,"Agriculture, Forestry and Fishing",Dollars (millions)
AA,Total income per employee count,485000,2023,"Agriculture, Forestry and Fishing",Dollars
AA,Total income per employee count,485000,2023,"Agriculture, Forestry and Fishing",Percentage
AA,Surplus per employee count,58300,2023,"Agriculture, Forestry and Fishing",Dollars (millions)
AA,Surplus per employee count,58300,2023,"Agriculture, Forestry and Fishing",Dollars
AA,Surplus per employee count,58300,2023,"Agriculture, Forestry and Fishing",Percentage
AA,Current ratio,103,2023,"Agriculture, Forestry and Fishing",Dollars (millions)
AA,Current ratio,103,2023,"Agriculture, Forestry and Fishing",Dollars
AA,Current ratio,103,2023,"Agriculture, Forestry and Fishing",Percentage
AA,Quick ratio,63,2023,"Agriculture, Forestry and Fishing",Dollars (millions)
AA,Quick ratio,63,2023,"Agriculture, Forestry and Fishing",Dollars
AA,Quick ratio,63,2023,"Agriculture, Forestry and Fishing",Percentage
AA,Return on equity,6,2023,"Agriculture, Forestry and Fishing",Dollars (millions)
AA,Return on equity,6,2023,"Agriculture, Forestry and Fishing",Dollars
AA,Return on equity,6,2023,"Agriculture, Forestry and Fishing",Percentage
AA,Return on total assets,3,2023,"Agriculture, Forestry and Fishing",Dollars (millions)
AA,Return on total assets,3,2023,"Agriculture, Forestry and Fishing",Dollars
AA,Return on total assets,3,2023,"Agriculture, Forestry and Fishing",Percentage
AA,Liabilities structure,50,2023,"Agriculture, Forestry and Fishing",Dollars (millions)
AA,Liabilities structure,50,2023,"Agriculture, Forestry and Fishing",Dollars
AA,Liabilities structure,50,2023,"Agriculture, Forestry and Fishing",Percentage
AA11,Total income,6011,2023,Horticulture and Fruit Growing,Dollars (millions)
AA11,Total income,6011,2023,Horticulture and Fruit Growing,Dollars
AA11,Total income,6011,2023,Horticulture and Fruit Growing,Percentage
AA11,"Sales, government funding, grants and subsidies",5410,2023,Horticulture and Fruit Growing,Dollars (millions)
AA11,"Sales, government funding, grants and subsidies",5410,2023,Horticulture and Fruit Growing,Dollars
AA11,"Sales, government funding, grants and subsidies",5410,2023,Horticulture and Fruit Growing,Percentage
AA11,"Interest, dividends and donations",193,2023,Horticulture and Fruit Growing,Dollars (millions)
AA11,"Interest, dividends and donations",193,2023,Horticulture and Fruit Growing,Dollars
AA11,"Interest, dividends and donations",193,2023,Horticulture and Fruit Growing,Percentage
AA11,Non-operating income,408,2023,Horticulture and Fruit Growing,Dollars (millions)
AA11,Non-operating income,408,2023,Horticulture and Fruit Growing,Dollars
AA11,Non-operating income,408,2023,Horticulture and Fruit Growing,Percentage
AA11,Total expenditure,5270,2023,Horticulture and Fruit Growing,Dollars (millions)
AA11,Total expenditure,5270,2023,Horticulture and Fruit Growing,Dollars
AA11,Total expenditure,5270,2023,Horticulture and Fruit Growing,Percentage
AA11,Interest and donations,337,2023,Horticulture and Fruit Growing,Dollars (millions)
AA11,Interest and donations,337,2023,Horticulture and Fruit Growing,Dollars
AA11,Interest and donations,337,2023,Horticulture and Fruit Growing,Percentage
AA11,Indirect taxes,43,2023,Horticulture and Fruit Growing,Dollars (millions)
AA11,Indirect taxes,43,2023,Horticulture and Fruit Growing,Dollars
AA11,Indirect taxes,43,2023,Horticulture and Fruit Growing,Percentage
AA11,Depreciation,376,2023,Horticulture and Fruit Growing,Dollars (millions)
AA11,Depreciation,376,2023,Horticulture and Fruit Growing,Dollars
AA11,Depreciation,376,2023,Horticulture and Fruit Growing,Percentage
AA11,Salaries and wages paid,977,2023,Horticulture and Fruit Growing,Dollars (millions)
AA11,Salaries and wages paid,977,2023,Horticulture and Fruit Growing,Dollars
AA11,Salaries and wages paid,977,2023,Horticulture and Fruit Growing,Percentage
AA11,Redundancy and severance,0,2023,Horticulture and Fruit Growing,Dollars (millions)
AA11,Redundancy and severance,0,2023,Horticulture and Fruit Growing,Dollars
AA11,Redundancy and severance,0,2023,Horticulture and Fruit Growing,Percentage
AA11,Purchases and other operating expenses,3498,2023,Horticulture and Fruit Growing,Dollars (millions)
AA11,Purchases and other operating expenses,3498,2023,Horticulture and Fruit Growing,Dollars
AA11,Purchases and other operating expenses,3498,2023,Horticulture and Fruit Growing,Percentage
AA11,Non-operating expenses,39,2023,Horticulture and Fruit Growing,Dollars (millions)
AA11,Non-operating expenses,39,2023,Horticulture and Fruit Growing,Dollars
AA11,Non-operating expenses,39,2023,Horticulture and Fruit Growing,Percentage
AA11,Opening stocks,395,2023,Horticulture and Fruit Growing,Dollars (millions)
AA11,Opening stocks,395,2023,Horticulture and Fruit Growing,Dollars
AA11,Opening stocks,395,2023,Horticulture and Fruit Growing,Percentage
AA11,Closing stocks,438,2023,Horticulture and Fruit Growing,Dollars (millions)
AA11,Closing stocks,438,2023,Horticulture and Fruit Growing,Dollars
AA11,Closing stocks,438,2023,Horticulture and Fruit Growing,Percentage
AA11,Surplus before income tax,784,2023,Horticulture and Fruit Growing,Dollars (millions)
AA11,Surplus before income tax,784,2023,Horticulture and Fruit Growing,Dollars
AA11,Surplus before income tax,784,2023,Horticulture and Fruit Growing,Percentage
AA11,Total assets,21791,2023,Horticulture and Fruit Growing,Dollars (millions)
AA11,Total assets,21791,2023,Horticulture and Fruit Growing,Dollars
AA11,Total assets,21791,2023,Horticulture and Fruit Growing,Percentage
AA11,Current assets,3518,2023,Horticulture and Fruit Growing,Dollars (millions)
AA11,Current assets,3518,2023,Horticulture and Fruit Growing,Dollars
AA11,Current assets,3518,2023,Horticulture and Fruit Growing,Percentage
AA11,Fixed tangible assets,13836,2023,Horticulture and Fruit Growing,Dollars (millions)
AA11,Fixed tangible assets,13836,2023,Horticulture and Fruit Growing,Dollars
AA11,Fixed tangible assets,13836,2023,Horticulture and Fruit Growing,Percentage
AA11,Other assets,4438,2023,Horticulture and Fruit Growing,Dollars (millions)
AA11,Other assets,4438,2023,Horticulture and Fruit Growing,Dollars
AA11,Other assets,4438,2023,Horticulture and Fruit Growing,Percentage
AA11,Total equity and liabilities,21791,2023,Horticulture and Fruit Growing,Dollars (millions)
AA11,Total equity and liabilities,21791,2023,Horticulture and Fruit Growing,Dollars
AA11,Total equity and liabilities,21791,2023,Horticulture and Fruit Growing,Percentage
AA11,Shareholders funds or owners equity,10361,2023,Horticulture and Fruit Growing,Dollars (millions)
AA11,Shareholders funds or owners equity,10361,2023,Horticulture and Fruit Growing,Dollars
AA11,Shareholders funds or owners equity,10361,2023,Horticulture and Fruit Growing,Percentage
AA11,Current liabilities,4237,2023,Horticulture and Fruit Growing,Dollars (millions)
AA11,Current liabilities,4237,2023,Horticulture and Fruit Growing,Dollars
AA11,Current liabilities,4237,2023,Horticulture and Fruit Growing,Percentage
AA11,Other liabilities,7193,2023,Horticulture and Fruit Growing,Dollars (millions)
AA11,Other liabilities,7193,2023,Horticulture and Fruit Growing,Dollars
AA11,Other liabilities,7193,2023,Horticulture and Fruit Growing,Percentage
AA11,Total income per employee count,243600,2023,Horticulture and Fruit Growing,Dollars (millions)
AA11,Total income per employee count,243600,2023,Horticulture and Fruit Growing,Dollars
AA11,Total income per employee count,243600,2023,Horticulture and Fruit Growing,Percentage
AA11,Surplus per employee count,31800,2023,Horticulture and Fruit Growing,Dollars (millions)
AA11,Surplus per employee count,31800,2023,Horticulture and Fruit Growing,Dollars
AA11,Surplus per employee count,31800,2023,Horticulture and Fruit Growing,Percentage
AA11,Current ratio,83,2023,Horticulture and Fruit Growing,Dollars (millions)
AA11,Current ratio,83,2023,Horticulture and Fruit Growing,Dollars
AA11,Current ratio,83,2023,Horticulture and Fruit Growing,Percentage
AA11,Quick ratio,73,2023,Horticulture and Fruit Growing,Dollars (millions)
AA11,Quick ratio,73,2023,Horticulture and Fruit Growing,Dollars
AA11,Quick ratio,73,2023,Horticulture and Fruit Growing,Percentage
AA11,Return on equity,8,2023,Horticulture and Fruit Growing,Dollars (millions)
AA11,Return on equity,8,2023,Horticulture and Fruit Growing,Dollars
AA11,Return on equity,8,2023,Horticulture and Fruit Growing,Percentage
AA11,Return on total assets,4,2023,Horticulture and Fruit Growing,Dollars (millions)
AA11,Return on total assets,4,2023,Horticulture and Fruit Growing,Dollars
AA11,Return on total assets,4,2023,Horticulture and Fruit Growing,Percentage
AA11,Liabilities structure,48,2023,Horticulture and Fruit Growing,Dollars (millions)
AA11,Liabilities structure,48,2023,Horticulture and Fruit Growing,Dollars
AA11,Liabilities structure,48,2023,Horticulture and Fruit Growing,Percentage
AA111,Total income,6011,2023,Horticulture and Fruit Growing,Dollars (millions)
AA111,Total income,6011,2023,Horticulture and Fruit Growing,Dollars
AA111,Total income,6011,2023,Horticulture and Fruit Growing,Percentage
AA111,"Sales, government funding, grants and subsidies",5410,2023,Horticulture and Fruit Growing,Dollars (millions)
AA111,"Sales, government funding, grants and subsidies",5410,2023,Horticulture and Fruit Growing,Dollars
AA111,"Sales, government funding, grants and subsidies",5410,2023,Horticulture and Fruit Growing,Percentage
AA111,"Interest, dividends and donations",193,2023,Horticulture and Fruit Growing,Dollars (millions)
AA111,"Interest, dividends and donations",193,2023,Horticulture and Fruit Growing,Dollars
AA111,"Interest, dividends and donations",193,2023,Horticulture and Fruit Growing,Percentage
AA111,Non-operating income,408,2023,Horticulture and Fruit Growing,Dollars (millions)
AA111,Non-operating income,408,2023,Horticulture and Fruit Growing,Dollars
AA111,Non-operating income,408,2023,Horticulture and Fruit Growing,Percentage
AA111,Total expenditure,5270,2023,Horticulture and Fruit Growing,Dollars (millions)
AA111,Total expenditure,5270,2023,Horticulture and Fruit Growing,Dollars
AA111,Total expenditure,5270,2023,Horticulture and Fruit Growing,Percentage
AA111,Interest and donations,337,2023,Horticulture and Fruit Growing,Dollars (millions)
AA111,Interest and donations,337,2023,Horticulture and Fruit Growing,Dollars
AA111,Interest and donations,337,2023,Horticulture and Fruit Growing,Percentage
AA111,Indirect taxes,43,2023,Horticulture and Fruit Growing,Dollars (millions)
AA111,Indirect taxes,43,2023,Horticulture and Fruit Growing,Dollars
AA111,Indirect taxes,43,2023,Horticulture and Fruit Growing,Percentage
AA111,Depreciation,376,2023,Horticulture and Fruit Growing,Dollars (millions)
AA111,Depreciation,376,2023,Horticulture and Fruit Growing,Dollars
AA111,Depreciation,376,2023,Horticulture and Fruit Growing,Percentage
AA111,Salaries and wages paid,977,2023,Horticulture and Fruit Growing,Dollars (millions)
AA111,Salaries and wages paid,977,2023,Horticulture and Fruit Growing,Dollars
AA111,Salaries and wages paid,977,2023,Horticulture and Fruit Growing,Percentage
AA111,Redundancy and severance,0,2023,Horticulture and Fruit Growing,Dollars (millions)
AA111,Redundancy and severance,0,2023,Horticulture and Fruit Growing,Dollars
AA111,Redundancy and severance,0,2023,Horticulture and Fruit Growing,Percentage
AA111,Purchases and other operating expenses,3498,2023,Horticulture and Fruit Growing,Dollars (millions)
AA111,Purchases and other operating expenses,3498,2023,Horticulture and Fruit Growing,Dollars
AA111,Purchases and other operating expenses,3498,2023,Horticulture and Fruit Growing,Percentage
AA111,Non-operating expenses,39,2023,Horticulture and Fruit Growing,Dollars (millions)
AA111,Non-operating expenses,39,2023,Horticulture and Fruit Growing,Dollars
AA111,Non-operating expenses,39,2023,Horticulture and Fruit Growing,Percentage
AA111,Opening stocks,395,2023,Horticulture and Fruit Growing,Dollars (millions)
AA111,Opening stocks,395,2023,Horticulture and Fruit Growing,Dollars
AA111,Opening stocks,395,2023,Horticulture and Fruit Growing,Percentage
AA111,Closing stocks,438,2023,Horticulture and Fruit Growing,Dollars (millions)
AA111,Closing stocks,438,2023,Horticulture and Fruit Growing,Dollars
AA111,Closing stocks,438,2023,Horticulture and Fruit Growing,Percentage
AA111,Surplus before income tax,784,2023,Horticulture and Fruit Growing,Dollars (millions)
AA111,Surplus before income tax,784,2023,Horticulture and Fruit Growing,Dollars
AA111,Surplus before income tax,784,2023,Horticulture and Fruit Growing,Percentage
AA111,Total assets,21791,2023,Horticulture and Fruit Growing,Dollars (millions)
AA111,Total assets,21791,2023,Horticulture and Fruit Growing,Dollars
AA111,Total assets,21791,2023,Horticulture and Fruit Growing,Percentage
AA111,Current assets,3518,2023,Horticulture and Fruit Growing,Dollars (millions)
AA111,Current assets,3518,2023,Horticulture and Fruit Growing,Dollars
AA111,Current assets,3518,2023,Horticulture and Fruit Growing,Percentage
AA111,Fixed tangible assets,13836,2023,Horticulture and Fruit Growing,Dollars (millions)
AA111,Fixed tangible assets,13836,2023,Horticulture and Fruit Growing,Dollars
AA111,Fixed tangible assets,13836,2023,Horticulture and Fruit Growing,Percentage
AA111,Other assets,4438,2023,Horticulture and Fruit Growing,Dollars (millions)
AA111,Other assets,4438,2023,Horticulture and Fruit Growing,Dollars
AA111,Other assets,4438,2023,Horticulture and Fruit Growing,Percentage
AA111,Total equity and liabilities,21791,2023,Horticulture and Fruit Growing,Dollars (millions)
AA111,Total equity and liabilities,21791,2023,Horticulture and Fruit Growing,Dollars
AA111,Total equity and liabilities,21791,2023,Horticulture and Fruit Growing,Percentage
AA111,Shareholders funds or owners equity,10361,2023,Horticulture and Fruit Growing,Dollars (millions)
AA111,Shareholders funds or owners equity,10361,2023,Horticulture and Fruit Growing,Dollars
AA111,Shareholders funds or owners equity,10361,2023,Horticulture and Fruit Growing,Percentage
AA111,Current liabilities,4237,2023,Horticulture and Fruit Growing,Dollars (millions)
AA111,Current liabilities,4237,2023,Horticulture and Fruit Growing,Dollars
AA111,Current liabilities,4237,2023,Horticulture and Fruit Growing,Percentage
AA111,Other liabilities,7193,2023,Horticulture and Fruit Growing,Dollars (millions)
AA111,Other liabilities,7193,2023,Horticulture and Fruit Growing,Dollars
AA111,Other liabilities,7193,2023,Horticulture and Fruit Growing,Percentage
AA111,Total income per employee count,243600,2023,Horticulture and Fruit Growing,Dollars (millions)
AA111,Total income per employee count,243600,2023,Horticulture and Fruit Growing,Dollars
AA111,Total income per employee count,243600,2023,Horticulture and Fruit Growing,Percentage
AA111,Surplus per employee count,31800,2023,Horticulture and Fruit Growing,Dollars (millions)
AA111,Surplus per employee count,31800,2023,Horticulture and Fruit Growing,Dollars
AA111,Surplus per employee count,31800,2023,Horticulture and Fruit Growing,Percentage
AA111,Current ratio,83,2023,Horticulture and Fruit Growing,Dollars (millions)
AA111,Current ratio,83,2023,Horticulture and Fruit Growing,Dollars
AA111,Current ratio,83,2023,Horticulture and Fruit Growing,Percentage
AA111,Quick ratio,73,2023,Horticulture and Fruit Growing,Dollars (millions)
AA111,Quick ratio,73,2023,Horticulture and Fruit Growing,Dollars
AA111,Quick ratio,73,2023,Horticulture and Fruit Growing,Percentage
AA111,Return on equity,8,2023,Horticulture and Fruit Growing,Dollars (millions)
AA111,Return on equity,8,2023,Horticulture and Fruit Growing,Dollars
AA111,Return on equity,8,2023,Horticulture and Fruit Growing,Percentage
AA111,Return on total assets,4,2023,Horticulture and Fruit Growing,Dollars (millions)
AA111,Return on total assets,4,2023,Horticulture and Fruit Growing,Dollars
AA111,Return on total assets,4,2023,Horticulture and Fruit Growing,Percentage
AA111,Liabilities structure,48,2023,Horticulture and Fruit Growing,Dollars (millions)
AA111,Liabilities structure,48,2023,Horticulture and Fruit Growing,Dollars
AA111,Liabilities structure,48,2023,Horticulture and Fruit Growing,Percentage
AA12,Total income,13284,2023,"Sheep, Beef Cattle and Grain Farming",Dollars (millions)
AA12,Total income,13284,2023,"Sheep, Beef Cattle and Grain Farming",Dollars
AA12,Total income,13284,2023,"Sheep, Beef Cattle and Grain Farming",Percentage
AA12,"Sales, government funding, grants and subsidies",12381,2023,"Sheep, Beef Cattle and Grain Farming",Dollars (millions)
AA12,"Sales, government funding, grants and subsidies",12381,2023,"Sheep, Beef Cattle and Grain Farming",Dollars
AA12,"Sales, government funding, grants and subsidies",12381,2023,"Sheep, Beef Cattle and Grain Farming",Percentage
AA12,"Interest, dividends and donations",222,2023,"Sheep, Beef Cattle and Grain Farming",Dollars (millions)
AA12,"Interest, dividends and donations",222,2023,"Sheep, Beef Cattle and Grain Farming",Dollars
AA12,"Interest, dividends and donations",222,2023,"Sheep, Beef Cattle and Grain Farming",Percentage
AA12,Non-operating income,680,2023,"Sheep, Beef Cattle and Grain Farming",Dollars (millions)
AA12,Non-operating income,680,2023,"Sheep, Beef Cattle and Grain Farming",Dollars
AA12,Non-operating income,680,2023,"Sheep, Beef Cattle and Grain Farming",Percentage
AA12,Total expenditure,11627,2023,"Sheep, Beef Cattle and Grain Farming",Dollars (millions)
AA12,Total expenditure,11627,2023,"Sheep, Beef Cattle and Grain Farming",Dollars
AA12,Total expenditure,11627,2023,"Sheep, Beef Cattle and Grain Farming",Percentage
AA12,Interest and donations,910,2023,"Sheep, Beef Cattle and Grain Farming",Dollars (millions)
AA12,Interest and donations,910,2023,"Sheep, Beef Cattle and Grain Farming",Dollars
AA12,Interest and donations,910,2023,"Sheep, Beef Cattle and Grain Farming",Percentage
