Industry_code_NZSIOC,Variable_name,Value,Year,Industry_name_NZSIOC,Units
II,Purchases and other operating expenses,18994,2023,"Transport, Postal and Warehousing",Percentage
II,Non-operating expenses,1925,2023,"Transport, Postal and Warehousing",Dollars (millions)
II,Non-operating expenses,1925,2023,"Transport, Postal and Warehousing",Dollars
II,Non-operating expenses,1925,2023,"Transport, Postal and Warehousing",Percentage
II,Opening stocks,364,2023,"Transport, Postal and Warehousing",Dollars (millions)
II,Opening stocks,364,2023,"Transport, Postal and Warehousing",Dollars
II,Opening stocks,364,2023,"Transport, Postal and Warehousing",Percentage
II,Closing stocks,462,2023,"Transport, Postal and Warehousing",Dollars (millions)
II,Closing stocks,462,2023,"Transport, Postal and Warehousing",Dollars
II,Closing stocks,462,2023,"Transport, Postal and Warehousing",Percentage
II,Surplus before income tax,2867,2023,"Transport, Postal and Warehousing",Dollars (millions)
II,Surplus before income tax,2867,2023,"Transport, Postal and Warehousing",Dollars
II,Surplus before income tax,2867,2023,"Transport, Postal and Warehousing",Percentage
II,Total assets,67639,2023,"Transport, Postal and Warehousing",Dollars (millions)
II,Total assets,67639,2023,"Transport, Postal and Warehousing",Dollars
II,Total assets,67639,2023,"Transport, Postal and Warehousing",Percentage
II,Current assets,14081,2023,"Transport, Postal and Warehousing",Dollars (millions)
II,Current assets,14081,2023,"Transport, Postal and Warehousing",Dollars
II,Current assets,14081,2023,"Transport, Postal and Warehousing",Percentage
II,Fixed tangible assets,41057,2023,"Transport, Postal and Warehousing",Dollars (millions)
II,Fixed tangible assets,41057,2023,"Transport, Postal and Warehousing",Dollars
II,Fixed tangible assets,41057,2023,"Transport, Postal and Warehousing",Percentage
II,Additions to fixed assets,5228,2023,"Transport, Postal and Warehousing",Dollars (millions)
II,Additions to fixed assets,5228,2023,"Transport, Postal and Warehousing",Dollars
II,Additions to fixed assets,5228,2023,"Transport, Postal and Warehousing",Percentage
II,Disposals of fixed assets,805,2023,"Transport, Postal and Warehousing",Dollars (millions)
II,Disposals of fixed assets,805,2023,"Transport, Postal and Warehousing",Dollars
II,Disposals of fixed assets,805,2023,"Transport, Postal and Warehousing",Percentage
II,Other assets,12501,2023,"Transport, Postal and Warehousing",Dollars (millions)
II,Other assets,12501,2023,"Transport, Postal and Warehousing",Dollars
II,Other assets,12501,2023,"Transport, Postal and Warehousing",Percentage
II,Total equity and liabilities,67638,2023,"Transport, Postal and Warehousing",Dollars (millions)
II,Total equity and liabilities,67638,2023,"Transport, Postal and Warehousing",Dollars
II,Total equity and liabilities,67638,2023,"Transport, Postal and Warehousing",Percentage
II,Shareholders funds or owners equity,36780,2023,"Transport, Postal and Warehousing",Dollars (millions)
II,Shareholders funds or owners equity,36780,2023,"Transport, Postal and Warehousing",Dollars
II,Shareholders funds or owners equity,36780,2023,"Transport, Postal and Warehousing",Percentage
II,Current liabilities,13247,2023,"Transport, Postal and Warehousing",Dollars (millions)
II,Current liabilities,13247,2023,"Transport, Postal and Warehousing",Dollars
II,Current liabilities,13247,2023,"Transport, Postal and Warehousing",Percentage
II,Other liabilities,17612,2023,"Transport, Postal and Warehousing",Dollars (millions)
II,Other liabilities,17612,2023,"Transport, Postal and Warehousing",Dollars
II,Other liabilities,17612,2023,"Transport, Postal and Warehousing",Percentage
II,Total income per employee count,368100,2023,"Transport, Postal and Warehousing",Dollars (millions)
II,Total income per employee count,368100,2023,"Transport, Postal and Warehousing",Dollars
II,Total income per employee count,368100,2023,"Transport, Postal and Warehousing",Percentage
II,Surplus per employee count,28900,2023,"Transport, Postal and Warehousing",Dollars (millions)
II,Surplus per employee count,28900,2023,"Transport, Postal and Warehousing",Dollars
II,Surplus per employee count,28900,2023,"Transport, Postal and Warehousing",Percentage
II,Current ratio,106,2023,"Transport, Postal and Warehousing",Dollars (millions)
II,Current ratio,106,2023,"Transport, Postal and Warehousing",Dollars
II,Current ratio,106,2023,"Transport, Postal and Warehousing",Percentage
II,Quick ratio,103,2023,"Transport, Postal and Warehousing",Dollars (millions)
II,Quick ratio,103,2023,"Transport, Postal and Warehousing",Dollars
II,Quick ratio,103,2023,"Transport, Postal and Warehousing",Percentage
II,Return on equity,8,2023,"Transport, Postal and Warehousing",Dollars (millions)
II,Return on equity,8,2023,"Transport, Postal and Warehousing",Dollars
II,Return on equity,8,2023,"Transport, Postal and Warehousing",Percentage
II,Return on total assets,4,2023,"Transport, Postal and Warehousing",Dollars (millions)
II,Return on total assets,4,2023,"Transport, Postal and Warehousing",Dollars
II,Return on total assets,4,2023,"Transport, Postal and Warehousing",Percentage
II,Liabilities structure,54,2023,"Transport, Postal and Warehousing",Dollars (millions)
II,Liabilities structure,54,2023,"Transport, Postal and Warehousing",Dollars
II,Liabilities structure,54,2023,"Transport, Postal and Warehousing",Percentage
II11,Total income,12808,2023,Road Transport,Dollars (millions)
II11,Total income,12808,2023,Road Transport,Dollars
II11,Total income,12808,2023,Road Transport,Percentage
II11,Sales of goods and services,12439,2023,Road Transport,Dollars (millions)
II11,Sales of goods and services,12439,2023,Road Transport,Dollars
II11,Sales of goods and services,12439,2023,Road Transport,Percentage
II11,"Interest, dividends and donations",162,2023,Road Transport,Dollars (millions)
II11,"Interest, dividends and donations",162,2023,Road Transport,Dollars
II11,"Interest, dividends and donations",162,2023,Road Transport,Percentage
II11,"Government funding, grants and subsidies",45,2023,Road Transport,Dollars (millions)
II11,"Government funding, grants and subsidies",45,2023,Road Transport,Dollars
II11,"Government funding, grants and subsidies",45,2023,Road Transport,Percentage
II11,Non-operating income,162,2023,Road Transport,Dollars (millions)
II11,Non-operating income,162,2023,Road Transport,Dollars
II11,Non-operating income,162,2023,Road Transport,Percentage
II11,Total expenditure,11747,2023,Road Transport,Dollars (millions)
II11,Total expenditure,11747,2023,Road Transport,Dollars
II11,Total expenditure,11747,2023,Road Transport,Percentage
II11,Interest and donations,264,2023,Road Transport,Dollars (millions)
II11,Interest and donations,264,2023,Road Transport,Dollars
II11,Interest and donations,264,2023,Road Transport,Percentage
II11,Indirect taxes,478,2023,Road Transport,Dollars (millions)
II11,Indirect taxes,478,2023,Road Transport,Dollars
II11,Indirect taxes,478,2023,Road Transport,Percentage
II11,Depreciation,884,2023,Road Transport,Dollars (millions)
II11,Depreciation,884,2023,Road Transport,Dollars
II11,Depreciation,884,2023,Road Transport,Percentage
II11,Salaries and wages paid,2969,2023,Road Transport,Dollars (millions)
II11,Salaries and wages paid,2969,2023,Road Transport,Dollars
II11,Salaries and wages paid,2969,2023,Road Transport,Percentage
II11,Redundancy and severance,1,2023,Road Transport,Dollars (millions)
II11,Redundancy and severance,1,2023,Road Transport,Dollars
II11,Redundancy and severance,1,2023,Road Transport,Percentage
II11,Purchases and other operating expenses,7083,2023,Road Transport,Dollars (millions)
II11,Purchases and other operating expenses,7083,2023,Road Transport,Dollars
II11,Purchases and other operating expenses,7083,2023,Road Transport,Percentage
II11,Non-operating expenses,69,2023,Road Transport,Dollars (millions)
II11,Non-operating expenses,69,2023,Road Transport,Dollars
II11,Non-operating expenses,69,2023,Road Transport,Percentage
II11,Opening stocks,52,2023,Road Transport,Dollars (millions)
II11,Opening stocks,52,2023,Road Transport,Dollars
II11,Opening stocks,52,2023,Road Transport,Percentage
II11,Closing stocks,46,2023,Road Transport,Dollars (millions)
II11,Closing stocks,46,2023,Road Transport,Dollars
II11,Closing stocks,46,2023,Road Transport,Percentage
II11,Surplus before income tax,1055,2023,Road Transport,Dollars (millions)
II11,Surplus before income tax,1055,2023,Road Transport,Dollars
II11,Surplus before income tax,1055,2023,Road Transport,Percentage
II11,Total assets,11970,2023,Road Transport,Dollars (millions)
II11,Total assets,11970,2023,Road Transport,Dollars
II11,Total assets,11970,2023,Road Transport,Percentage
II11,Current assets,3196,2023,Road Transport,Dollars (millions)
II11,Current assets,3196,2023,Road Transport,Dollars
II11,Current assets,3196,2023,Road Transport,Percentage
II11,Fixed tangible assets,6266,2023,Road Transport,Dollars (millions)
II11,Fixed tangible assets,6266,2023,Road Transport,Dollars
II11,Fixed tangible assets,6266,2023,Road Transport,Percentage
II11,Additions to fixed assets,1280,2023,Road Transport,Dollars (millions)
II11,Additions to fixed assets,1280,2023,Road Transport,Dollars
II11,Additions to fixed assets,1280,2023,Road Transport,Percentage
II11,Disposals of fixed assets,342,2023,Road Transport,Dollars (millions)
II11,Disposals of fixed assets,342,2023,Road Transport,Dollars
II11,Disposals of fixed assets,342,2023,Road Transport,Percentage
II11,Other assets,2509,2023,Road Transport,Dollars (millions)
II11,Other assets,2509,2023,Road Transport,Dollars
II11,Other assets,2509,2023,Road Transport,Percentage
II11,Total equity and liabilities,11970,2023,Road Transport,Dollars (millions)
II11,Total equity and liabilities,11970,2023,Road Transport,Dollars
II11,Total equity and liabilities,11970,2023,Road Transport,Percentage
II11,Shareholders funds or owners equity,4876,2023,Road Transport,Dollars (millions)
II11,Shareholders funds or owners equity,4876,2023,Road Transport,Dollars
II11,Shareholders funds or owners equity,4876,2023,Road Transport,Percentage
II11,Current liabilities,2889,2023,Road Transport,Dollars (millions)
II11,Current liabilities,2889,2023,Road Transport,Dollars
II11,Current liabilities,2889,2023,Road Transport,Percentage
II11,Other liabilities,4205,2023,Road Transport,Dollars (millions)
II11,Other liabilities,4205,2023,Road Transport,Dollars
II11,Other liabilities,4205,2023,Road Transport,Percentage
II11,Total income per employee count,309700,2023,Road Transport,Dollars (millions)
II11,Total income per employee count,309700,2023,Road Transport,Dollars
II11,Total income per employee count,309700,2023,Road Transport,Percentage
II11,Surplus per employee count,25500,2023,Road Transport,Dollars (millions)
II11,Surplus per employee count,25500,2023,Road Transport,Dollars
II11,Surplus per employee count,25500,2023,Road Transport,Percentage
II11,Current ratio,111,2023,Road Transport,Dollars (millions)
II11,Current ratio,111,2023,Road Transport,Dollars
II11,Current ratio,111,2023,Road Transport,Percentage
II11,Quick ratio,109,2023,Road Transport,Dollars (millions)
II11,Quick ratio,109,2023,Road Transport,Dollars
II11,Quick ratio,109,2023,Road Transport,Percentage
II11,Return on equity,22,2023,Road Transport,Dollars (millions)
II11,Return on equity,22,2023,Road Transport,Dollars
II11,Return on equity,22,2023,Road Transport,Percentage
II11,Return on total assets,9,2023,Road Transport,Dollars (millions)
II11,Return on total assets,9,2023,Road Transport,Dollars
II11,Return on total assets,9,2023,Road Transport,Percentage
II11,Liabilities structure,41,2023,Road Transport,Dollars (millions)
II11,Liabilities structure,41,2023,Road Transport,Dollars
II11,Liabilities structure,41,2023,Road Transport,Percentage
II111,Total income,12808,2023,Road Transport,Dollars (millions)
II111,Total income,12808,2023,Road Transport,Dollars
II111,Total income,12808,2023,Road Transport,Percentage
II111,Sales of goods and services,12439,2023,Road Transport,Dollars (millions)
II111,Sales of goods and services,12439,2023,Road Transport,Dollars
II111,Sales of goods and services,12439,2023,Road Transport,Percentage
II111,"Interest, dividends and donations",162,2023,Road Transport,Dollars (millions)
II111,"Interest, dividends and donations",162,2023,Road Transport,Dollars
II111,"Interest, dividends and donations",162,2023,Road Transport,Percentage
II111,"Government funding, grants and subsidies",45,2023,Road Transport,Dollars (millions)
II111,"Government funding, grants and subsidies",45,2023,Road Transport,Dollars
II111,"Government funding, grants and subsidies",45,2023,Road Transport,Percentage
II111,Non-operating income,162,2023,Road Transport,Dollars (millions)
II111,Non-operating income,162,2023,Road Transport,Dollars
II111,Non-operating income,162,2023,Road Transport,Percentage
II111,Total expenditure,11747,2023,Road Transport,Dollars (millions)
II111,Total expenditure,11747,2023,Road Transport,Dollars
II111,Total expenditure,11747,2023,Road Transport,Percentage
II111,Interest and donations,264,2023,Road Transport,Dollars (millions)
II111,Interest and donations,264,2023,Road Transport,Dollars
II111,Interest and donations,264,2023,Road Transport,Percentage
II111,Indirect taxes,478,2023,Road Transport,Dollars (millions)
II111,Indirect taxes,478,2023,Road Transport,Dollars
II111,Indirect taxes,478,2023,Road Transport,Percentage
II111,Depreciation,884,2023,Road Transport,Dollars (millions)
II111,Depreciation,884,2023,Road Transport,Dollars
II111,Depreciation,884,2023,Road Transport,Percentage
II111,Salaries and wages paid,2969,2023,Road Transport,Dollars (millions)
II111,Salaries and wages paid,2969,2023,Road Transport,Dollars
II111,Salaries and wages paid,2969,2023,Road Transport,Percentage
II111,Redundancy and severance,1,2023,Road Transport,Dollars (millions)
II111,Redundancy and severance,1,2023,Road Transport,Dollars
II111,Redundancy and severance,1,2023,Road Transport,Percentage
II111,Purchases and other operating expenses,7083,2023,Road Transport,Dollars (millions)
II111,Purchases and other operating expenses,7083,2023,Road Transport,Dollars
II111,Purchases and other operating expenses,7083,2023,Road Transport,Percentage
II111,Non-operating expenses,69,2023,Road Transport,Dollars (millions)
II111,Non-operating expenses,69,2023,Road Transport,Dollars
II111,Non-operating expenses,69,2023,Road Transport,Percentage
II111,Opening stocks,52,2023,Road Transport,Dollars (millions)
II111,Opening stocks,52,2023,Road Transport,Dollars
II111,Opening stocks,52,2023,Road Transport,Percentage
II111,Closing stocks,46,2023,Road Transport,Dollars (millions)
II111,Closing stocks,46,2023,Road Transport,Dollars
II111,Closing stocks,46,2023,Road Transport,Percentage
II111,Surplus before income tax,1055,2023,Road Transport,Dollars (millions)
II111,Surplus before income tax,1055,2023,Road Transport,Dollars
II111,Surplus before income tax,1055,2023,Road Transport,Percentage
II111,Total assets,11970,2023,Road Transport,Dollars (millions)
II111,Total assets,11970,2023,Road Transport,Dollars
II111,Total assets,11970,2023,Road Transport,Percentage
II111,Current assets,3196,2023,Road Transport,Dollars (millions)
II111,Current assets,3196,2023,Road Transport,Dollars
II111,Current assets,3196,2023,Road Transport,Percentage
II111,Fixed tangible assets,6266,2023,Road Transport,Dollars (millions)
II111,Fixed tangible assets,6266,2023,Road Transport,Dollars
II111,Fixed tangible assets,6266,2023,Road Transport,Percentage
II111,Additions to fixed assets,1280,2023,Road Transport,Dollars (millions)
II111,Additions to fixed assets,1280,2023,Road Transport,Dollars
II111,Additions to fixed assets,1280,2023,Road Transport,Percentage
II111,Disposals of fixed assets,342,2023,Road Transport,Dollars (millions)
II111,Disposals of fixed assets,342,2023,Road Transport,Dollars
II111,Disposals of fixed assets,342,2023,Road Transport,Percentage
II111,Other assets,2509,2023,Road Transport,Dollars (millions)
II111,Other assets,2509,2023,Road Transport,Dollars
II111,Other assets,2509,2023,Road Transport,Percentage
II111,Total equity and liabilities,11970,2023,Road Transport,Dollars (millions)
II111,Total equity and liabilities,11970,2023,Road Transport,Dollars
II111,Total equity and liabilities,11970,2023,Road Transport,Percentage
II111,Shareholders funds or owners equity,4876,2023,Road Transport,Dollars (millions)
II111,Shareholders funds or owners equity,4876,2023,Road Transport,Dollars
II111,Shareholders funds or owners equity,4876,2023,Road Transport,Percentage
II111,Current liabilities,2889,2023,Road Transport,Dollars (millions)
II111,Current liabilities,2889,2023,Road Transport,Dollars
II111,Current liabilities,2889,2023,Road Transport,Percentage
II111,Other liabilities,4205,2023,Road Transport,Dollars (millions)
II111,Other liabilities,4205,2023,Road Transport,Dollars
II111,Other liabilities,4205,2023,Road Transport,Percentage
II111,Total income per employee count,309700,2023,Road Transport,Dollars (millions)
II111,Total income per employee count,309700,2023,Road Transport,Dollars
II111,Total income per employee count,309700,2023,Road Transport,Percentage
II111,Surplus per employee count,25500,2023,Road Transport,Dollars (millions)
II111,Surplus per employee count,25500,2023,Road Transport,Dollars
II111,Surplus per employee count,25500,2023,Road Transport,Percentage
II111,Current ratio,111,2023,Road Transport,Dollars (millions)
II111,Current ratio,111,2023,Road Transport,Dollars
II111,Current ratio,111,2023,Road Transport,Percentage
II111,Quick ratio,109,2023,Road Transport,Dollars (millions)
II111,Quick ratio,109,2023,Road Transport,Dollars
II111,Quick ratio,109,2023,Road Transport,Percentage
II111,Return on equity,22,2023,Road Transport,Dollars (millions)
II111,Return on equity,22,2023,Road Transport,Dollars
II111,Return on equity,22,2023,Road Transport,Percentage
II111,Return on total assets,9,2023,Road Transport,Dollars (millions)
II111,Return on total assets,9,2023,Road Transport,Dollars
II111,Return on total assets,9,2023,Road Transport,Percentage
II111,Liabilities structure,41,2023,Road Transport,Dollars (millions)
II111,Liabilities structure,41,2023,Road Transport,Dollars
II111,Liabilities structure,41,2023,Road Transport,Percentage
II12,Total income,10381,2023,"Rail, Water, Air and Other Transport",Dollars (millions)
II12,Total income,10381,2023,"Rail, Water, Air and Other Transport",Dollars
II12,Total income,10381,2023,"Rail, Water, Air and Other Transport",Percentage
II12,Sales of goods and services,10073,2023,"Rail, Water, Air and Other Transport",Dollars (millions)
II12,Sales of goods and services,10073,2023,"Rail, Water, Air and Other Transport",Dollars
II12,Sales of goods and services,10073,2023,"Rail, Water, Air and Other Transport",Percentage
II12,"Interest, dividends and donations",C,2023,"Rail, Water, Air and Other Transport",Dollars (millions)
II12,"Interest, dividends and donations",C,2023,"Rail, Water, Air and Other Transport",Dollars
II12,"Interest, dividends and donations",C,2023,"Rail, Water, Air and Other Transport",Percentage
II12,"Government funding, grants and subsidies",C,2023,"Rail, Water, Air and Other Transport",Dollars (millions)
II12,"Government funding, grants and subsidies",C,2023,"Rail, Water, Air and Other Transport",Dollars
II12,"Government funding, grants and subsidies",C,2023,"Rail, Water, Air and Other Transport",Percentage
II12,Non-operating income,33,2023,"Rail, Water, Air and Other Transport",Dollars (millions)
II12,Non-operating income,33,2023,"Rail, Water, Air and Other Transport",Dollars
II12,Non-operating income,33,2023,"Rail, Water, Air and Other Transport",Percentage
II12,Total expenditure,9707,2023,"Rail, Water, Air and Other Transport",Dollars (millions)
II12,Total expenditure,9707,2023,"Rail, Water, Air and Other Transport",Dollars
II12,Total expenditure,9707,2023,"Rail, Water, Air and Other Transport",Percentage
II12,Interest and donations,268,2023,"Rail, Water, Air and Other Transport",Dollars (millions)
II12,Interest and donations,268,2023,"Rail, Water, Air and Other Transport",Dollars
II12,Interest and donations,268,2023,"Rail, Water, Air and Other Transport",Percentage
II12,Indirect taxes,34,2023,"Rail, Water, Air and Other Transport",Dollars (millions)
II12,Indirect taxes,34,2023,"Rail, Water, Air and Other Transport",Dollars
II12,Indirect taxes,34,2023,"Rail, Water, Air and Other Transport",Percentage
II12,Depreciation,1034,2023,"Rail, Water, Air and Other Transport",Dollars (millions)
II12,Depreciation,1034,2023,"Rail, Water, Air and Other Transport",Dollars
II12,Depreciation,1034,2023,"Rail, Water, Air and Other Transport",Percentage
II12,Salaries and wages paid,2162,2023,"Rail, Water, Air and Other Transport",Dollars (millions)
II12,Salaries and wages paid,2162,2023,"Rail, Water, Air and Other Transport",Dollars
II12,Salaries and wages paid,2162,2023,"Rail, Water, Air and Other Transport",Percentage
II12,Redundancy and severance,C,2023,"Rail, Water, Air and Other Transport",Dollars (millions)
II12,Redundancy and severance,C,2023,"Rail, Water, Air and Other Transport",Dollars
II12,Redundancy and severance,C,2023,"Rail, Water, Air and Other Transport",Percentage
II12,Purchases and other operating expenses,6027,2023,"Rail, Water, Air and Other Transport",Dollars (millions)
II12,Purchases and other operating expenses,6027,2023,"Rail, Water, Air and Other Transport",Dollars
II12,Purchases and other operating expenses,6027,2023,"Rail, Water, Air and Other Transport",Percentage
II12,Non-operating expenses,182,2023,"Rail, Water, Air and Other Transport",Dollars (millions)
II12,Non-operating expenses,182,2023,"Rail, Water, Air and Other Transport",Dollars
II12,Non-operating expenses,182,2023,"Rail, Water, Air and Other Transport",Percentage
II12,Opening stocks,53,2023,"Rail, Water, Air and Other Transport",Dollars (millions)
II12,Opening stocks,53,2023,"Rail, Water, Air and Other Transport",Dollars
II12,Opening stocks,53,2023,"Rail, Water, Air and Other Transport",Percentage
II12,Closing stocks,67,2023,"Rail, Water, Air and Other Transport",Dollars (millions)
II12,Closing stocks,67,2023,"Rail, Water, Air and Other Transport",Dollars
II12,Closing stocks,67,2023,"Rail, Water, Air and Other Transport",Percentage
II12,Surplus before income tax,690,2023,"Rail, Water, Air and Other Transport",Dollars (millions)
II12,Surplus before income tax,690,2023,"Rail, Water, Air and Other Transport",Dollars
II12,Surplus before income tax,690,2023,"Rail, Water, Air and Other Transport",Percentage
II12,Total assets,12035,2023,"Rail, Water, Air and Other Transport",Dollars (millions)
II12,Total assets,12035,2023,"Rail, Water, Air and Other Transport",Dollars
II12,Total assets,12035,2023,"Rail, Water, Air and Other Transport",Percentage
II12,Current assets,4235,2023,"Rail, Water, Air and Other Transport",Dollars (millions)
II12,Current assets,4235,2023,"Rail, Water, Air and Other Transport",Dollars
II12,Current assets,4235,2023,"Rail, Water, Air and Other Transport",Percentage
II12,Fixed tangible assets,3288,2023,"Rail, Water, Air and Other Transport",Dollars (millions)
II12,Fixed tangible assets,3288,2023,"Rail, Water, Air and Other Transport",Dollars
II12,Fixed tangible assets,3288,2023,"Rail, Water, Air and Other Transport",Percentage
II12,Additions to fixed assets,732,2023,"Rail, Water, Air and Other Transport",Dollars (millions)
II12,Additions to fixed assets,732,2023,"Rail, Water, Air and Other Transport",Dollars
II12,Additions to fixed assets,732,2023,"Rail, Water, Air and Other Transport",Percentage
II12,Disposals of fixed assets,195,2023,"Rail, Water, Air and Other Transport",Dollars (millions)
II12,Disposals of fixed assets,195,2023,"Rail, Water, Air and Other Transport",Dollars
II12,Disposals of fixed assets,195,2023,"Rail, Water, Air and Other Transport",Percentage
II12,Other assets,4511,2023,"Rail, Water, Air and Other Transport",Dollars (millions)
II12,Other assets,4511,2023,"Rail, Water, Air and Other Transport",Dollars
II12,Other assets,4511,2023,"Rail, Water, Air and Other Transport",Percentage
II12,Total equity and liabilities,12035,2023,"Rail, Water, Air and Other Transport",Dollars (millions)
II12,Total equity and liabilities,12035,2023,"Rail, Water, Air and Other Transport",Dollars
II12,Total equity and liabilities,12035,2023,"Rail, Water, Air and Other Transport",Percentage
II12,Shareholders funds or owners equity,3636,2023,"Rail, Water, Air and Other Transport",Dollars (millions)
II12,Shareholders funds or owners equity,3636,2023,"Rail, Water, Air and Other Transport",Dollars
II12,Shareholders funds or owners equity,3636,2023,"Rail, Water, Air and Other Transport",Percentage
II12,Current liabilities,4637,2023,"Rail, Water, Air and Other Transport",Dollars (millions)
II12,Current liabilities,4637,2023,"Rail, Water, Air and Other Transport",Dollars
II12,Current liabilities,4637,2023,"Rail, Water, Air and Other Transport",Percentage
II12,Other liabilities,3761,2023,"Rail, Water, Air and Other Transport",Dollars (millions)
II12,Other liabilities,3761,2023,"Rail, Water, Air and Other Transport",Dollars
II12,Other liabilities,3761,2023,"Rail, Water, Air and Other Transport",Percentage
II12,Total income per employee count,532500,2023,"Rail, Water, Air and Other Transport",Dollars (millions)
II12,Total income per employee count,532500,2023,"Rail, Water, Air and Other Transport",Dollars
II12,Total income per employee count,532500,2023,"Rail, Water, Air and Other Transport",Percentage
II12,Surplus per employee count,35400,2023,"Rail, Water, Air and Other Transport",Dollars (millions)
II12,Surplus per employee count,35400,2023,"Rail, Water, Air and Other Transport",Dollars
II12,Surplus per employee count,35400,2023,"Rail, Water, Air and Other Transport",Percentage
II12,Current ratio,91,2023,"Rail, Water, Air and Other Transport",Dollars (millions)
II12,Current ratio,91,2023,"Rail, Water, Air and Other Transport",Dollars
II12,Current ratio,91,2023,"Rail, Water, Air and Other Transport",Percentage
II12,Quick ratio,90,2023,"Rail, Water, Air and Other Transport",Dollars (millions)
II12,Quick ratio,90,2023,"Rail, Water, Air and Other Transport",Dollars
II12,Quick ratio,90,2023,"Rail, Water, Air and Other Transport",Percentage
II12,Return on equity,19,2023,"Rail, Water, Air and Other Transport",Dollars (millions)
II12,Return on equity,19,2023,"Rail, Water, Air and Other Transport",Dollars
II12,Return on equity,19,2023,"Rail, Water, Air and Other Transport",Percentage
II12,Return on total assets,6,2023,"Rail, Water, Air and Other Transport",Dollars (millions)
II12,Return on total assets,6,2023,"Rail, Water, Air and Other Transport",Dollars
II12,Return on total assets,6,2023,"Rail, Water, Air and Other Transport",Percentage
II12,Liabilities structure,30,2023,"Rail, Water, Air and Other Transport",Dollars (millions)
II12,Liabilities structure,30,2023,"Rail, Water, Air and Other Transport",Dollars
II12,Liabilities structure,30,2023,"Rail, Water, Air and Other Transport",Percentage
II13,Total income,13371,2023,"Postal, Courier, Transport Support, and Warehousing Services",Dollars (millions)
II13,Total income,13371,2023,"Postal, Courier, Transport Support, and Warehousing Services",Dollars
II13,Total income,13371,2023,"Postal, Courier, Transport Support, and Warehousing Services",Percentage
II13,Sales of goods and services,12106,2023,"Postal, Courier, Transport Support, and Warehousing Services",Dollars (millions)
II13,Sales of goods and services,12106,2023,"Postal, Courier, Transport Support, and Warehousing Services",Dollars
II13,Sales of goods and services,12106,2023,"Postal, Courier, Transport Support, and Warehousing Services",Percentage
II13,"Interest, dividends and donations",C,2023,"Postal, Courier, Transport Support, and Warehousing Services",Dollars (millions)
II13,"Interest, dividends and donations",C,2023,"Postal, Courier, Transport Support, and Warehousing Services",Dollars
II13,"Interest, dividends and donations",C,2023,"Postal, Courier, Transport Support, and Warehousing Services",Percentage
II13,"Government funding, grants and subsidies",C,2023,"Postal, Courier, Transport Support, and Warehousing Services",Dollars (millions)
II13,"Government funding, grants and subsidies",C,2023,"Postal, Courier, Transport Support, and Warehousing Services",Dollars
II13,"Government funding, grants and subsidies",C,2023,"Postal, Courier, Transport Support, and Warehousing Services",Percentage
II13,Non-operating income,442,2023,"Postal, Courier, Transport Support, and Warehousing Services",Dollars (millions)
II13,Non-operating income,442,2023,"Postal, Courier, Transport Support, and Warehousing Services",Dollars
II13,Non-operating income,442,2023,"Postal, Courier, Transport Support, and Warehousing Services",Percentage
II13,Total expenditure,12337,2023,"Postal, Courier, Transport Support, and Warehousing Services",Dollars (millions)
II13,Total expenditure,12337,2023,"Postal, Courier, Transport Support, and Warehousing Services",Dollars
II13,Total expenditure,12337,2023,"Postal, Courier, Transport Support, and Warehousing Services",Percentage
II13,Interest and donations,395,2023,"Postal, Courier, Transport Support, and Warehousing Services",Dollars (millions)
II13,Interest and donations,395,2023,"Postal, Courier, Transport Support, and Warehousing Services",Dollars
II13,Interest and donations,395,2023,"Postal, Courier, Transport Support, and Warehousing Services",Percentage
II13,Indirect taxes,163,2023,"Postal, Courier, Transport Support, and Warehousing Services",Dollars (millions)
II13,Indirect taxes,163,2023,"Postal, Courier, Transport Support, and Warehousing Services",Dollars
II13,Indirect taxes,163,2023,"Postal, Courier, Transport Support, and Warehousing Services",Percentage
II13,Depreciation,1058,2023,"Postal, Courier, Transport Support, and Warehousing Services",Dollars (millions)
II13,Depreciation,1058,2023,"Postal, Courier, Transport Support, and Warehousing Services",Dollars
II13,Depreciation,1058,2023,"Postal, Courier, Transport Support, and Warehousing Services",Percentage
II13,Salaries and wages paid,3161,2023,"Postal, Courier, Transport Support, and Warehousing Services",Dollars (millions)
II13,Salaries and wages paid,3161,2023,"Postal, Courier, Transport Support, and Warehousing Services",Dollars
II13,Salaries and wages paid,3161,2023,"Postal, Courier, Transport Support, and Warehousing Services",Percentage
II13,Redundancy and severance,C,2023,"Postal, Courier, Transport Support, and Warehousing Services",Dollars (millions)
II13,Redundancy and severance,C,2023,"Postal, Courier, Transport Support, and Warehousing Services",Dollars
II13,Redundancy and severance,C,2023,"Postal, Courier, Transport Support, and Warehousing Services",Percentage
II13,Purchases and other operating expenses,5885,2023,"Postal, Courier, Transport Support, and Warehousing Services",Dollars (millions)
II13,Purchases and other operating expenses,5885,2023,"Postal, Courier, Transport Support, and Warehousing Services",Dollars
II13,Purchases and other operating expenses,5885,2023,"Postal, Courier, Transport Support, and Warehousing Services",Percentage
II13,Non-operating expenses,1674,2023,"Postal, Courier, Transport Support, and Warehousing Services",Dollars (millions)
II13,Non-operating expenses,1674,2023,"Postal, Courier, Transport Support, and Warehousing Services",Dollars
II13,Non-operating expenses,1674,2023,"Postal, Courier, Transport Support, and Warehousing Services",Percentage
